44,Regular Strip Wax,,4,19-06-2020 12:16,19-06-2020 12:16
45,Lycon Hot Wax,,4,19-06-2020 12:16,19-06-2020 12:16
46,Manicure/Pedicure,,4,19-06-2020 12:16,19-06-2020 12:16
47,Shellac/OPI Gel Polish,,4,19-06-2020 12:16,19-06-2020 12:16
48,Massages,,4,19-06-2020 12:16,19-06-2020 12:16
49,Body Therapies,,4,19-06-2020 12:16,19-06-2020 12:16
50,Wash & Cut,,4,19-06-2020 12:16,19-06-2020 12:16
51,Wash & Blow-Dry,,4,19-06-2020 12:16,19-06-2020 12:16
52,"Wash, Cut & Blow-Dry",,4,19-06-2020 12:16,19-06-2020 12:16
53,Cut,,4,19-06-2020 12:16,19-06-2020 12:16
54,Colors,,4,19-06-2020 12:16,19-06-2020 12:16
55,Hair Styling,,4,19-06-2020 12:16,19-06-2020 12:16
56,Hair Treatment,,4,19-06-2020 12:16,19-06-2020 12:16
57,Threading,,6,19-06-2020 12:16,19-06-2020 12:16
58,Tinting,,6,19-06-2020 12:16,19-06-2020 12:16
59,Lashes,,6,19-06-2020 12:16,19-06-2020 12:16
60,BROWS,,6,19-06-2020 12:16,19-06-2020 12:16
61,Regular Strip Wax,,6,19-06-2020 12:16,19-06-2020 12:16
62,Lycon Hot Wax,,6,19-06-2020 12:16,19-06-2020 12:16
63,Manicure/Pedicure,,6,19-06-2020 12:16,19-06-2020 12:16
64,Shellac/OPI Gel Polish,,6,19-06-2020 12:16,19-06-2020 12:16
65,Massages,,6,19-06-2020 12:16,19-06-2020 12:16
66,Body Therapies,,6,19-06-2020 12:16,19-06-2020 12:16
67,Elemis Skin Treatments,,6,19-06-2020 12:16,19-06-2020 12:16
68,Dermalogica Treatments,,6,19-06-2020 12:16,19-06-2020 12:16
69,Threading,,7,19-06-2020 12:16,19-06-2020 12:16
70,Tinting,,7,19-06-2020 12:16,19-06-2020 12:16
71,Lashes,,7,19-06-2020 12:16,19-06-2020 12:16
72,BROWS,,7,19-06-2020 12:16,19-06-2020 12:16
73,Regular Strip Wax,,7,19-06-2020 12:16,19-06-2020 12:16
74,Lycon Hot Wax,,7,19-06-2020 12:16,19-06-2020 12:16
75,Manicure/Pedicure,,7,19-06-2020 12:16,19-06-2020 12:16
76,Shellac/OPI Gel Polish,,7,19-06-2020 12:16,19-06-2020 12:16
77,Massages,,7,19-06-2020 12:16,19-06-2020 12:16
78,Body Therapies,,7,19-06-2020 12:16,19-06-2020 12:16
79,Classic Facials,,7,19-06-2020 12:16,19-06-2020 12:16
80,Dermalogica Treatments,,7,19-06-2020 12:16,19-06-2020 12:16
81,Advanced Aesthetics Treatments,,7,19-06-2020 12:16,19-06-2020 12:16
82,Threading,,8,19-06-2020 12:16,19-06-2020 12:16
83,Tinting,,8,19-06-2020 12:16,19-06-2020 12:16
84,Lashes,,8,19-06-2020 12:16,19-06-2020 12:16
85,BROWS,,8,19-06-2020 12:16,19-06-2020 12:16
86,Regular Strip Wax,,8,19-06-2020 12:16,19-06-2020 12:16
87,Lycon Hot Wax,,8,19-06-2020 12:16,19-06-2020 12:16
88,Manicure/Pedicure,,8,19-06-2020 12:16,19-06-2020 12:16
89,Shellac/OPI Gel Polish,,8,19-06-2020 12:16,19-06-2020 12:16
90,Massages,,8,19-06-2020 12:16,19-06-2020 12:16
91,Body Therapies,,8,19-06-2020 12:16,19-06-2020 12:16
92,Elemis Skin Treatments,,8,19-06-2020 12:16,19-06-2020 12:16
93,Dermalogica Treatments,,8,19-06-2020 12:16,19-06-2020 12:16
94,Advanced Aesthetics Treatments,,8,19-06-2020 12:16,19-06-2020 12:16
95,Laser Hair Removal Treatment,,8,19-06-2020 12:16,19-06-2020 12:16
96,Threading,,9,19-06-2020 12:16,19-06-2020 12:16
97,Tinting,,9,19-06-2020 12:16,19-06-2020 12:16
98,Lashes,,9,19-06-2020 12:16,19-06-2020 12:16
99,BROWS,,9,19-06-2020 12:16,19-06-2020 12:16
100,Regular Strip Wax,,9,19-06-2020 12:16,19-06-2020 12:16
101,Lycon Hot Wax,,9,19-06-2020 12:16,19-06-2020 12:16
102,Manicure/Pedicure,,9,19-06-2020 12:16,19-06-2020 12:16
103,Shellac/OPI Gel Polish,,9,19-06-2020 12:16,19-06-2020 12:16
104,Massages,,9,19-06-2020 12:16,19-06-2020 12:16
105,Body Therapies,,9,19-06-2020 12:16,19-06-2020 12:16
106,Classic Facials,,9,19-06-2020 12:16,19-06-2020 12:16
107,Dermalogica Treatments,,9,19-06-2020 12:16,19-06-2020 12:16
108,Advanced Aesthetics Treatments,,9,19-06-2020 12:16,19-06-2020 12:16
